mol,mseq,S
O=[N+](O[C@@]([C@](O[N+](=O)[O-])[C@](O[N+](=O)[O-])CO[N+](=O)[O-])[C@](O[N+](=O)[O-])CO[N+](=O)[O-])[O-],491,-6.5213666
S(CC[C@](N(C(=O)[C@@](NC(=O)CNC(=O)[C@](NC(=O)[C@@](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C)C(=O)N)C,273,-6.5211315
O=C(O)[C@]1O[C@@]2[C@@](Cc3ccccc3)N(Cc3ccccc3)C(=O)[C@]1O2,538,-6.5209208
O=C(OCC)O[C@]1[C@](O[C@]2[C@@](O)(C)C[C@@](C)C(=O)[C@](C)[C@@](O)[C@@](O)(C)[C@@](CC)OC(=O)[C@](C)[C@@](O[C@@]3O[C@@](C)[C@](O)[C@@](OC)(C)C3)[C@@]2C)O[C@](C)C[C@@]1N(C)C,633,-6.5197287
Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(COCCOCCN)NC(C)=C1C(=O)OC,639,-6.517736
O=C(OC)CC/C=C\CC[C@]1C(=O)C[C@@](O)[C@@]1/C=C/CC(O)(/C=C/C1=CCCC1)C,498,-6.5176697
O=C(OCCC12CC3CC(C1)CC(C2)C3)Cc1ccc(OCC(O)CNC(C)C)cc1,403,-6.5173416
O=C(OCCN1C(C)C(c2ccccc2)OCC1)C(CC)c1ccccc1,600,-6.5155129
FC(F)(F)c1cc(OC[C@](O)/C=C/[C@@]2[C@@](C/C=C\C/C=C/C(=O)OC)[C@@](O)C[C@]2O)ccc1,526,-6.5151877
O=C(NCCC(=O)OCC)N[C@@]1C(=O)N(c2ccc(C(=N)N)cc2)CC1,18,-6.5150452
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)[C@@]2[C@]1[C@@]1C=C[C@]2[C@@]2[C@]1C=C2,602,-6.5148535
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@](c4c(cc(O)cc4)CC3)CC2)CC1)CCCCCCCCCC,542,-6.5138602
Fc1c(N2CC(CNCC)CC2)c(F)cc2C(=O)C(C(=O)O)=CN(CC)c12,688,-6.5121489
O=C(OC(COC(=O)Nc1ccccc1)CN1CCCCC1)Nc1ccccc1,239,-6.5092092
O=C(OCCC12CC3CC(C1)CC(C2)C3)Cc1ccc(OCC(O)CNC(C)C)cc1,403,-6.5081716
O=C(O)[C@](CC)[C@]1[C@@](C)C[C@](C)[C@]([C@]([C@](O)[C@@](C(=O)[C@](CC)[C@@]2[C@@](C)C[C@@](C)[C@]3(O[C@@]4([C@](O)C=C3)O[C@](C)([C@@]3O[C@@](C)[C@@](O)(CC)CC3)CC4)O2)C)C)O1,389,-6.5081167
O=C(OCCC(C)C)C=1OC=2c3c(c(C)c(C)cc3)NC(=O)C=2C(=O)C=1,685,-6.5075159
O=C(O)C[C@](NC(=O)[C@]1CN(C(=O)CCC2CCNCC2)CCC1)c1cnccc1,315,-6.506875
O=C(Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@@](OC4=CCCCC4)CC3)CC1)CC2)CC,362,-6.5068355
Oc1c2c(OC(C)(C)C3C2CC(O)CC3)cc(C(CCCCCC)(C)C)c1,196,-6.5067277
Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,1,-6.5047479
Fc1cc2N(C(=O)NCC3CCN(CC4(O)CCOCC4)CC3)C(=O)C(C)(C)c2cc1,337,-6.5043688
O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,64,-6.5043421
N(CCCCCCCCCCCCCCCCCC)(C)C,490,-6.503582
O=C(O)[C@@](N[C@@]1C(=O)N(CC(=O)O)c2c(cccc2)CC1)CCCCN,309,-6.5011377
S(=O)(=O)(O)c1c2c(c(N)c(/N=N/c3ccc(-c4ccc(/N=N/c5c(N)c6c(c(S(=O)(=O)O)c5)cccc6)cc4)cc3)c1)cccc2,88,-6.5008078
BrCCC(=O)N1CC[N+]2(CC[N+]3(CC2)CCN(C(=O)CCBr)CC3)CC1,531,-6.4999332
O=C(O)CCC/C=C/1\C[C@]2(C)[C@@]([C@@](/C=C/[C@@](O)CCCCC)[C@](O)C2)C\1,32,-6.4999323
O=[N+]([O-])c1cc([C@@]2C(C(=O)OCCCN3CCC(c4ccccc4)(c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,492,-6.4991426
P(=O)(OP(=O)(OC[C@@]1[C@@](O)[C@](O)[C@](n2c3NC(N)=NC(=O)c3nc2)O1)O)(OP(=O)(O)O)O,56,-6.4975543
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC(=O)CCCCCCCCC,645,-6.4966483
FC(F)(F)[C@@](Oc1c(C(F)(F)F)cc(-c2onc(-c3cc4nc[nH]c4cc3)n2)cc1)C,642,-6.49611
O=C(OCCN(C)C)C(OCC#C)(c1ccccc1)c1ccccc1,218,-6.4933195
O=C(OCC)C[N+](CCCCCCCCCCCC)(C)C,436,-6.4932837
Fc1cc2N(C(=O)NCC3CCN(CC4(O)CCOCC4)CC3)C(=O)C(C)(C)c2cc1,337,-6.4913273
O=C1C=2[C@@](C)([C@@]([C@@](CCCC(C)C)C)C1)CC[C@@]1[C@]3(C)[C@](C[C@@](O)CC3)CCC=21,137,-6.4901013
O(C)c1ccc(C=2C(c3ccc(OC)cc3)=NC(=O)N(CC3CC3)N=2)cc1,112,-6.4900756
FC(F)(F)Oc1ccc(-c2cc3c(C(=O)C(=O)O)cn(Cc4ccccc4)c3cc2)cc1,75,-6.4896746
ClCCN(CCCl)CCOC(=O)CCNc1c2c(nc3c1cccc3)cccc2,387,-6.4883595
O=C(N[C@@]1C(=O)N2C(C(=O)[O-])=C(C[n+]3n(CCO)c(N)cc3)CS[C@]12)/C(=N\OC)/c1nc(N)sc1,222,-6.4878039
O(C)c1cc(NCCCCCNC(C)C)c2ncccc2c1,594,-6.4872518
Clc1c(C2(Cn3cncc3)OC(COc3ccc(-c4ccccc4)cc3)CO2)ccc(Cl)c1,674,-6.4869566
O=C(Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@@](OC4=CCCCC4)CC3)CC1)CC2)CC,362,-6.4857464
O=C(O)CCC/C=C/1\C[C@]2(C)[C@@]([C@@](/C=C/[C@@](O)CCCCC)[C@](O)C2)C\1,32,-6.4853544
P(=O)(OCC(=O)[C@]12[C@]3(C)[C@]([C@]4[C@@](F)([C@]5(C)C(=CC(=O)C=C5)CC4)[C@@](O)C3)C[C@]1OC(C)(C)O2)(O)O,347,-6.4852905
ClCCN(CCCl)CCOC(=O)CCNc1c2c(nc3c1cccc3)cccc2,387,-6.4851398
O(C)c1ccc(C=2C(c3ccc(OC)cc3)=NC(=O)N(CC3CC3)N=2)cc1,112,-6.4825525
O=C(O[C@]1[C@@](OC)[C@]([C@]2(C)[C@@](C/C=C(\C)/C)O2)[C@]2(OC2)CC1)/C=C/C=C/C=C/C=C/C(=O)O,270,-6.4821262
O=C1N=C2C(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)=C(CCC)N=C(C)N2N1,336,-6.4816117
O=C(O)[C@](CC)[C@]1[C@@](C)C[C@](C)[C@]([C@]([C@](O)[C@@](C(=O)[C@](CC)[C@@]2[C@@](C)C[C@@](C)[C@]3(O[C@@]4([C@](O)C=C3)O[C@](C)([C@@]3O[C@@](C)[C@@](O)(CC)CC3)CC4)O2)C)C)O1,389,-6.4812527
N(CCN(Cc1oc2c(c1)cccc2)c1ncccc1)(C)C,400,-6.4810009
Clc1nc2nc(N3C(=O)C=4SCCSC=4C3OC(=O)N3CCN(C(=O)CC)CC3)ccc2cc1,214,-6.4809008
Clc1c(N)cc(OCC2CC2)c(C(=O)N[C@]2[C@@](CN3CCC(C)CC3)CCCC2)c1,369,-6.4808426
Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(COCCOCCN)NC(C)=C1C(=O)OC,639,-6.4803109
O=[N+]([O-])c1oc(/C=N/N2C(=O)N(CN3CCOCC3)C(=O)C2)cc1,35,-6.4797583
S(CC(=O)O[C@]1[C@]2(C)[C@](C)CC[C@]3([C@@](C)[C@](O)[C@@](CC)(C)C1)[C@]2C(=O)CC3)c1[nH]c(N)nn1,477,-6.4793682
Clc1cc(NC(=O)Cc2ccc(S(=O)(=O)Nc3ncc(CC(C)C)cn3)cc2)c(OC)cc1,28,-6.4787707
OCCN(CCO)CCCCCCCC/C=C\CCCCCCCC,386,-6.4785681
O(C)c1c(OC)ccc(CCN2C[C@@](CN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)CCC2)c1,185,-6.4785047
S(=O)(=O)(N)c1c(C)ccc(C(O)CNCCOc2c(OC)cccc2)c1,384,-6.4776235
Clc1c(C2(Cn3cncc3)OC(COc3ccc(-c4ccccc4)cc3)CO2)ccc(Cl)c1,674,-6.4772596
[Si](CCc1c2c(nc3c1CN1C(=O)C4=C([C@@](O)(CC)C(=O)OC4)C=C31)cccc2)(C)(C)C,573,-6.4768629
Clc1c(CCC(N)(CO)CO)ccc(Sc2cc(OCc3ccccc3)ccc2)c1,354,-6.4766402
O(C(C#C)(C)c1ccccc1)CC(COCC(C)C)N1CCCC1,359,-6.4761562
S(=O)(=O)(c1cc2[C@@](N3C(=O)CCC3)[C@](O)C(C)(C)Oc2cc1)c1ccccc1,124,-6.4760456
S(=O)(=O)(OCC)c1c2c(cc(C(C)(C)C)c1)cc(C(C)(C)C)cc2,278,-6.4760222
P(=O)(OP(=O)(OCC(OCn1c2nc(N)nc(O)c2nc1)CO)O)(OP(=O)(O)O)O,662,-6.4749584
O=C(N[C@@]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@]12)/C(=N\OC1C(=O)NCC1)/c1sc(N)nc1,228,-6.4747286
Clc1c(C(n2cncc2)c2ccc(-c3ccccc3)cc2)cccc1,349,-6.4742756
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)C=C4)CC3)[C@@](O)C2)CC1)CCC(=O)O,527,-6.4729428
O=C(O[C@@]1[C@@]2[C@@](CC[C@@](O)C[C@@](O)CC(=O)O)[C@@](C)C=CC2=C[C@](C)C1)C(CC)(C)C,449,-6.4725032
O(CC(O)CN1CCN(c2c(OC)cccc2)CC1)c1cc(-c2oc(C)nn2)ccc1,353,-6.4720516
O=C(N[C@@]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@]12)/C(=N\OC1C(=O)NCC1)/c1sc(N)nc1,228,-6.4718895
O(C)c1c(OC)ccc(CCN2C[C@@](CN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)CCC2)c1,185,-6.4716573
Clc1ccc(-c2ccc(C(=O)C[C@@](C(=O)O)CSc3ccccc3)cc2)cc1,690,-6.4706535
O=C(O)[C@@](Oc1nc(C)cc(C)n1)C(OCCc1cc(OC)c(OC)cc1)(c1ccccc1)c1ccccc1,443,-6.4700866
O=C(OCCC12CC3CC(C1)CC(C2)C3)Cc1ccc(OCC(O)CNC(C)C)cc1,403,-6.4697275
O=C(N[C@@]1C(=O)N2C(C(=O)[O-])=C(C[n+]3n(CCO)c(N)cc3)CS[C@]12)/C(=N\OC)/c1nc(N)sc1,222,-6.4694271
P(=O)(OCC(CCCC)CC)(Oc1ccccc1)Oc1ccccc1,183,-6.4692879
Clc1c(Cl)c(/C(=N\OCCN(CC)CC)/c2occc2)ccc1OC,251,-6.4681721
O=C(O[C@@]1[C@@]2[C@@](CC[C@@](O)C[C@@](O)CC(=O)O)[C@@](C)C=CC2=C[C@](C)C1)C(CC)(C)C,449,-6.4678798
Fc1c(C2=N[C@](NC(=O)c3[nH]c4c(c3)cccc4)C(=O)N3c4c2cccc4CC3)cccc1,595,-6.4676247
Clc1nc2nc(N3C(=O)C=4SCCSC=4C3OC(=O)N3CCN(C(=O)CC)CC3)ccc2cc1,214,-6.467175
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)C=C4)CC3)[C@@](O)C2)CC1)CCC(=O)O,527,-6.4655833
Clc1c(N)cc(OCC=C)c(C(=O)NC2CCN(CC3CC=CCC3)CC2)c1,288,-6.4652495
O=C(OC[C@](O)[C@@]1C(O)=C(O)C(=O)O1)CCCCCCCCCCCCCCC,11,-6.4650187
Br/C(=C(\c1ccc(CC)cc1)/c1ccccc1)/c1ccccc1,332,-6.4647799
Fc1ccc(C(CCNC(=N)NCCCc2nc[nH]c2)c2ncccc2)cc1,560,-6.464375
O=C(Oc1cc2c(cc(C(=N)N)cc2)cc1)c1ccc(NC2=NCCN2)cc1,170,-6.4638233
O=S1(=O)C(CCCN(CCc2cc(OC)c(OC)cc2)C)(S(=O)(=O)CCC1)c1cc(OC)c(OC)cc1,39,-6.4628477
O(CCN1CCCC1)c1ccc(C2=C(c3ccccc3)CCc3c2ccc(OC)c3)cc1,513,-6.4610372
Ic1c(/N=C(\C)/N2CCOCC2)c(I)cc(I)c1C(=O)NCC(C(=O)O)C,280,-6.4596586
Clc1ccc(OC(C(SCCC(NC(=O)C)C(=O)O)=O)(C)C)cc1,34,-6.4594803
O=C(OCC)C[N+](CCCCCCCCCCCC)(C)C,436,-6.4591575
Fc1ccc(C(CCNC(=N)NCCCc2nc[nH]c2)c2ncccc2)cc1,560,-6.4589434
O=C(OCCN1C(C)C(c2ccccc2)OCC1)C(CC)c1ccccc1,600,-6.4586205
Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,1,-6.4584661
Clc1c(C2(Cn3cncc3)OC(COc3ccc(-c4ccccc4)cc3)CO2)ccc(Cl)c1,674,-6.4583273
N(CCCCCCCCCCCCCCCCCC)(C)C,490,-6.4583125
O=C(CCN[C@]([C@](O)c1ccccc1)C)C1CCCCC1,469,-6.4575486
ClC=1C(=O)N(C(C)(C)C)N=CC=1OCc1ccc(COCCF)cc1,401,-6.4571662
O=C(CCc1ccccc1)c1c(OCC(O)CNC(CC)(C)C)cccc1,275,-6.4571223
O=C(OCC)c1c(C=2c3c(OC=4C=2C=C(C)/C(=N/CC)/C=4)cc(NCC)c(C)c3)cccc1,683,-6.4570403
O(Cc1ccc(Cc2noc(-c3c(N)nccc3)c2)cc1)c1ncccc1,543,-6.4564977
O(/N=C/c1cc(OC)ccc1)CC(O)CN1CCN(c2c(OC)cccc2)CC1,295,-6.4564943
Fc1ccc(C(CCNC(=N)NCCCc2nc[nH]c2)c2ncccc2)cc1,560,-6.4563355
BrCCC(=O)N1CC[N+]2(CC[N+]3(CC2)CCN(C(=O)CCBr)CC3)CC1,531,-6.4561381
N(CCN(Cc1oc2c(c1)cccc2)c1ncccc1)(C)C,400,-6.4557266
Clc1cc2N(CCCN3CCC(C(=O)N)(N4CCCCC4)CC3)c3c(cccc3)CCc2cc1,121,-6.4546156
O=C(NC(C(=O)c1oc(C(C)(C)C)nn1)C(C)C)CN1C(=O)C(N)=CN=C1c1ccccc1,456,-6.453712
S(=O)(=O)(OCC)c1c2c(cc(C(C)(C)C)c1)cc(C(C)(C)C)cc2,278,-6.4533691
Clc1c(/C=C/c2nc3c(c(NC(CCCN(CC)CC)C)c2)ccc(Cl)c3)cccc1,338,-6.4532356
OC(C(C(C)C)c1ccccc1)CCN1CCCCC1,439,-6.4512844
N(CCN(Cc1oc2c(c1)cccc2)c1ncccc1)(C)C,400,-6.4497027
N(CCN(Cc1oc2c(c1)cccc2)c1ncccc1)(C)C,400,-6.4480443
O=C1N(N(c2ccccc2)C(O)=C1CCCC)c1ccccc1,71,-6.4480162
Ic1c(N(C(=O)C)CCO)c(I)c(C(=O)NC)c(I)c1NC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO,99,-6.4477463
Fc1c(N2C[C@@]3(C)[C@]([C@@](N)C3)C2)nc2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,284,-6.4475932
O(CCCCC)c1c(OCC)cc(C2C(=O)NC(=O)S2)cc1,304,-6.4468069
S(CC[C@](N(C(=O)[C@@](NC(=O)CNC(=O)[C@](NC(=O)[C@@](N)Cc1ccc(O)cc1)C)Cc1ccccc1)C)C(=O)N)C,273,-6.4465766
O=C(Cn1c(-c2c(NCCC#N)non2)nc2c1cccc2)c1ccc(N)cc1,658,-6.4457135
O[C@]1(C)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C/C(=N\N=C/5\[C@](C)C[C@]6(C)[C@@]7[C@]([C@]8[C@@](C)([C@](O)(C)CC8)CC7)CC[C@]6C\5)/[C@](C)C4)CC3)CC2)CC1,283,-6.4454646
O=C1C=C2[C@](C)(C=C1)[C@@]1[C@]([C@]3[C@@](C)([C@@](OC4=CCCC4)CC3)CC1)CC2,233,-6.4447269
OCCN(CCO)CCCCCCCC/C=C\CCCCCCCC,386,-6.4440956
Oc1c2c(OC(C)(C)C3C2CC(O)CC3)cc(C(CCCCCC)(C)C)c1,196,-6.4439101
O=C(NCc1c(N)nc(C)cc1)c1cc(OC)c(OC)c(OC)c1,508,-6.4437723
Clc1ccc(-c2c(CC(=O)O)nn(-c3ccc(F)cc3)c2)cc1,255,-6.4412193
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@](c4c(cc(O)cc4)CC3)CC2)CC1)CCCCCCCCCC,542,-6.4407349
Clc1ccc(C(C(NC(=O)/C=C\C(=O)O)C)Cc2ccc(Cl)cc2)cc1,434,-6.4392204
Clc1cc(NC(=O)Cc2ccc(S(=O)(=O)Nc3ncc(CC(C)C)cn3)cc2)c(OC)cc1,28,-6.4379482
Clc1c(CCC(N)(CO)CO)ccc(Sc2cc(OCc3ccccc3)ccc2)c1,354,-6.4378295
O=C(OC1CC[N+](CC)(C)CC1)C(N1CCCCCC1)c1noc2c1cccc2,659,-6.4350991
O=C(OCC)C[N+](CCCCCCCCCCCC)(C)C,436,-6.4350953
O=C(O)[C@](CC)[C@]1[C@@](C)C[C@](C)[C@]([C@]([C@](O)[C@@](C(=O)[C@](CC)[C@@]2[C@@](C)C[C@@](C)[C@]3(O[C@@]4([C@](O)C=C3)O[C@](C)([C@@]3O[C@@](C)[C@@](O)(CC)CC3)CC4)O2)C)C)O1,389,-6.4329171
Clc1c(CCC(N)(CO)CO)ccc(Sc2cc(OCc3ccccc3)ccc2)c1,354,-6.4315701
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC(=O)CCCCCCCCC,645,-6.4309468
Fc1c(N2CC(N)CC2)nc2N(CC)C=C(C(=O)O)C(=O)c2c1,653,-6.430665
O=C(N1[C@@](C(=O)O)(Cn2nccc2)C[C@](COC)[C@@]1c1sccn1)c1cc(OC)c(C(C)(C)C)cc1,115,-6.4296598
O(/N=C/c1cc(OC)ccc1)CC(O)CN1CCN(c2c(OC)cccc2)CC1,295,-6.4295707
O=C1C(CCN2Cc3c4c(oc3CC2)cccc4)=C(C)N=C2N1C=CC=C2,624,-6.4292707
O([C@]1[C@](O)[C@@](O[C@@]2[C@](O)[C@@](NC)[C@](O)(C)CO2)[C@](N)C[C@@]1N)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](CN)O1,394,-6.4290338
S(CCN/C(=N/C#N)/NCC#C)Cc1c(C)[nH]cn1,441,-6.4282861
O([C@]1[C@](O)[C@@](O[C@@]2[C@](O)[C@@](NC)[C@](O)(C)CO2)[C@](N)C[C@@]1N)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](CN)O1,394,-6.4266429
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)[C@@]2[C@]1[C@@]1C=C[C@]2[C@@]2[C@]1C=C2,602,-6.4253149
Fc1cc2N(C(=O)NCC3CCN(CC4(O)CCOCC4)CC3)C(=O)C(C)(C)c2cc1,337,-6.4250078
Clc1c(COC(Cn2cncc2)c2ccc(Cl)cc2)c(Cl)ccc1,586,-6.4242277
S(C(=O)C)[C@@]1[C@@]2(C)C(=CC(=O)C1)C[C@@](SC(=O)C)[C@@]1[C@@]2CC[C@]2(C)[C@](O)(C)CC[C@@]12,529,-6.4242249
O(/N=C/c1cc(OC)ccc1)CC(O)CN1CCN(c2c(OC)cccc2)CC1,295,-6.4240375
O=C(OCC)c1c(C=2c3c(OC=4C=2C=C(C)/C(=N/CC)/C=4)cc(NCC)c(C)c3)cccc1,683,-6.4224105
O=C(N1c2c(OCC(O)CNC(C)C)cccc2CCC1)c1cnccc1,126,-6.4215026
O(/N=C/c1cc(OC)ccc1)CC(O)CN1CCN(c2c(OC)cccc2)CC1,295,-6.4212484
S(=O)(=O)(O)c1c2c(c(N)c(/N=N/c3ccc(-c4ccc(/N=N/c5c(N)c6c(c(S(=O)(=O)O)c5)cccc6)cc4)cc3)c1)cccc2,88,-6.421073
O=C(OC(COC(=O)Nc1ccccc1)CN1CCCCC1)Nc1ccccc1,239,-6.4206047
O=C([C@](NC)Cc1ccccc1)N1[C@](C(=O)N[C@](C=O)CCC/N=C(\N)/N)CCC1,189,-6.4197211
Fc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccc(F)cc2)cc1,186,-6.4184103
FC(F)(F)Oc1ccc(-c2cc3c(C(=O)C(=O)O)cn(Cc4ccccc4)c3cc2)cc1,75,-6.4178953
O=C(OCC)c1c(C=2c3c(OC=4C=2C=C(C)/C(=N/CC)/C=4)cc(NCC)c(C)c3)cccc1,683,-6.4177003
Clc1ccc(OCC(=O)OCCNC23CC4CC(C2)CC(C3)C4)cc1,152,-6.4175954
S(C(=O)[C@](NC(=O)C1CCCCC1)C)C[C@](C(=O)N1[C@](C(=O)O)CCC1)C,630,-6.4174595
O=C(Nc1c(OC)cc(C)cc1C)CCN1C(C)CCCC1,234,-6.4168634
Fc1cc2N(C(=O)NCC3CCN(CC4(O)CCOCC4)CC3)C(=O)C(C)(C)c2cc1,337,-6.4149208
O=C1N(C2CCN(CC3(C)OCc4c(-n5c3ccc5)cccc4)CC2)c2c(N1)cccc2,135,-6.4142871
O(CCNC(Cc1ccccc1)C)c1ccc(C(O)CC)cc1,272,-6.4136834
O(CC(O)CN1CCN(c2c(OC)cccc2)CC1)c1cc(-c2oc(C)nn2)ccc1,353,-6.411942
O=C(OC[C@](O)[C@@]1C(O)=C(O)C(=O)O1)CCCCCCCCCCCCCCC,11,-6.4116673
O=C(N)C1(N2CCCCC2)CCN(CCCN2c3c(cccc3)CCc3c2cccc3)CC1,168,-6.4115162
O=C(OCCN1C(C)C(c2ccccc2)OCC1)C(CC)c1ccccc1,600,-6.4114218
O=C(O)[C@]1C(C)(C)S[C@@]2[C@](N3C(=O)[C@@](c4ccc(O)cc4)NC3(C)C)C(=O)N12,235,-6.4108796
O=C(OCCC(C)C)C=1OC=2c3c(c(C)c(C)cc3)NC(=O)C=2C(=O)C=1,685,-6.4102087
Clc1c(F)c(Cl)cc([C@@]2(C(F)(F)F)ON=C(c3cc4c(C5(OC4)CN(C(=O)CS(=O)(=O)C)C5)cc3)C2)c1,392,-6.409523
O=C1C(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)CCC(=O)N1,553,-6.4082427
Clc1c(NC(=O)COC(=O)C)cc(C#N)cc1NC(=O)COC(=O)C,637,-6.4066401
S(C(=O)[C@](NC(=O)C1CCCCC1)C)C[C@](C(=O)N1[C@](C(=O)O)CCC1)C,630,-6.4064889
F[C@]1[C@](C/C=C\CCCC(=O)O)[C@@](/C=C/[C@@](O)COc2ccccc2)[C@](O)C1,546,-6.4053712
O=C(NCC(O)CN(CC)CC)c1n(-c2ccccc2)c2c(c1OC)cccc2,496,-6.4049115
S=C(Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1)N1CCN(C)CC1,366,-6.4048786
Clc1c(CCC(N)(CO)CO)ccc(Sc2cc(OCc3ccccc3)ccc2)c1,354,-6.4041433
O=C1N(N(C)C(C)=C1[N+](CCCC)(C)C)c1ccccc1,619,-6.4037352
O(C)c1c(OC)ccc(C2CCN(CC[C@@]3c4c(OCC3)cccc4)CC2)c1,341,-6.4031019
Clc1c(C(n2cncc2)c2ccc(-c3ccccc3)cc2)cccc1,349,-6.4022789
O=C(NCC(O)CN(CC)CC)c1n(-c2ccccc2)c2c(c1OC)cccc2,496,-6.4018269
S(C(=O)C(CC)c1ccc(-c2ccccc2)cc1)CCN(CC)CC,501,-6.4016647
O=C1N(C2CCN(CC3(C)OCc4c(-n5c3ccc5)cccc4)CC2)c2c(N1)cccc2,135,-6.4015884
O=C(Oc1cc2c(cc(C(=N)N)cc2)cc1)c1ccc(NC2=NCCN2)cc1,170,-6.3998137
C(CC[N+]1(C)CCCCC1)(c1ccccc1)C1=CCCCC1,165,-6.3978858
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC(=O)CCCCCCCCC,645,-6.3971915
O(CCN1CCCC1)c1ccc(C2=C(c3ccccc3)CCc3c2ccc(OC)c3)cc1,513,-6.3961334
[S@](=O)(CC[C@@](C(=O)O[C@@]1C2CCN(C1)CC2)(CO)c1ccccc1)C,363,-6.3959451
Fc1c(C2=N[C@](NC(=O)c3[nH]c4c(c3)cccc4)C(=O)N3c4c2cccc4CC3)cccc1,595,-6.3947477
O=C(OCC)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,216,-6.3945427
S(=O)(=O)(OCC)c1c2c(cc(C(C)(C)C)c1)cc(C(C)(C)C)cc2,278,-6.3937669
O=C(O)C[C@](NC(=O)[C@]1CN(C(=O)CCC2CCNCC2)CCC1)c1cnccc1,315,-6.3911505
O=C(OCCN(C)C)C(OCC#C)(c1ccccc1)c1ccccc1,218,-6.391089
OCCN(CCO)CCCCCCCC/C=C\CCCCCCCC,386,-6.3908854
O=C(OC(C#C)(c1ccccc1)c1ccccc1)NC1CCCCC1,471,-6.3908038
S(CC(=O)O[C@]1[C@]2(C)[C@](C)CC[C@]3([C@@](C)[C@](O)[C@@](CC)(C)C1)[C@]2C(=O)CC3)c1[nH]c(N)nn1,477,-6.3905602
O=C(NC(C(=O)c1oc(C(C)(C)C)nn1)C(C)C)CN1C(=O)C(N)=CN=C1c1ccccc1,456,-6.3905268
Ic1c(/N=C(\C)/N2CCOCC2)c(I)cc(I)c1C(=O)NCC(C(=O)O)C,280,-6.3905244
FC(F)(F)c1cc(N(C(=O)OCC)CCN(C)C)ccc1,241,-6.3904719
O=C(OCCN1CCN(CCCC(=O)c2sccc2)CC1)N(C)C,597,-6.3903751
Clc1cc2NC(=O)c3c(N(C(=O)CN(CCO)CCO)c2cc1)cccc3,77,-6.3896728
O=C1C(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)CCC(=O)N1,553,-6.3886628
Ic1c(N(C(=O)C)CCO)c(I)c(C(=O)NC)c(I)c1NC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO,99,-6.3886085
Clc1c(F)c(Cl)cc([C@@]2(C(F)(F)F)ON=C(c3cc4c(C5(OC4)CN(C(=O)CS(=O)(=O)C)C5)cc3)C2)c1,392,-6.3875856
O=C(O)C[C@](NC(=O)[C@]1CN(C(=O)CCC2CCNCC2)CCC1)c1cnccc1,315,-6.3873401
Ic1c(NC(=O)c2ccc(F)cc2)cc(OC)c(C(=O)NCCN(CC)CC)c1,79,-6.3862123
O=C1C=C2C(=C3[C@@](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(/C=C\C)CC[C@]4[C@@]3CC2)CC1,638,-6.3861527
[Si](CCc1c2c(nc3c1CN1C(=O)C4=C([C@@](O)(CC)C(=O)OC4)C=C31)cccc2)(C)(C)C,573,-6.3855896
